book_id,title,authors,text_features_combined,title_length,author_count,tag_count,rating_std,rating_skew,high_rating_ratio,genre,genre_encoded
144974,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",the velveteen rabbit margery williams bianco childrens illustrated picture frommychildhood childrenspicturebooks friendship ownit christmas childrensfiction middlegrade,20,2,10,0.9065430033853493,-1.2577884451854955,0.8149620217906003,young-adult,13
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,zen and the art of motorcycle maintenance an inquiry into values robert m pirsig toread essays other biographymemoir stoppedreading autobiography business audible iown personaldevelopment,64,1,10,1.1119269493872592,-0.6619253460121917,0.6297729752194919,biography,0
107291,Needful Things,Stephen King,needful things stephen king toread paperback abandoned ebooks drama bookshelf contemporary stephenkingtoread dark audible,14,1,10,0.9638340970800018,-0.5294749415765687,0.6579643665228304,fiction,3
10987,"Voyager (Outlander, #3)",Diana Gabaldon,voyager outlander 3 diana gabaldon historicalfiction romancehistorical ebooks partofaseries travel favoritebooks séries fictionhistorical 5stars reread,19,1,10,0.7875786013337067,-1.2023318028801089,0.8629049769825414,historical-fiction,5
117251,"Hamlet: Screenplay, Introduction And Film Diary","Kenneth Branagh, William Shakespeare",hamlet screenplay introduction and film diary kenneth branagh toread 3stars bookshelf ebook english childhood reread youngadult poetryplays teatro,45,2,10,0.9342517176805748,-0.8695519247372142,0.7533928719409969,young-adult,13
140077,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,dead to the world sookie stackhouse 4 charlaine harris toread guiltypleasure vampirefiction partofaseries 5stars read2009 fairies shelfarifavorites youngadult scififantasy,37,1,10,0.8693082289948708,-0.7980744933038293,0.7743916652791323,young-adult,13
32261,Tess of the D'Urbervilles,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",tess of the durbervilles thomas hardy classics women 1001bookstoread homelibrary 1001booksyoumustreadbeforeyou reread literary unfinished wishlist bbctop100,24,3,10,1.1006513444575214,-0.6990786207021308,0.6388115280727978,classics,1
378,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",the phantom tollbooth norton juster toread childrensfiction 100bookstoreadinalifetime childhoodfaves iown sciencefiction schoolbooks forschool mybooks kidbooks,21,2,10,0.9392939389288716,-1.1696353453467532,0.7967118322257702,science-fiction,12
140082,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,club dead sookie stackhouse 3 charlaine harris toread paperback vampirefiction harris partofaseries sciencefiction werewolf read2011 borrowed youngadult,29,1,10,0.8669237363540078,-0.5832233016211721,0.7349284767005133,science-fiction,12
248704,It's Kind of a Funny Story,Ned Vizzini,its kind of a funny story ned vizzini toread 5stars have ownit 2014reads mybookshelf love bookshelf faves mustread,25,1,10,0.9153859148914344,-0.953225477181631,0.7770603392612528,romance,11
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,the well of ascension mistborn 2 brandon sanderson fantasy alltimefavorites fantasyseries readin2013 fantasyfiction read2017 onmyshelf mylibrary ya adultfantasy,32,1,10,0.7582975425544632,-1.0656323642262993,0.872667763503343,fantasy,2
25041504,"After You (Me Before You, #2)",Jojo Moyes,after you me before you 2 jojo moyes currentlyreading borrowed 2016booksread 2015read bookclub tbr mylibrary love series chicklit,25,1,10,0.933342708391079,-0.41456535206280043,0.6025681926942096,romance,11
59960,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)","Frank Miller, Klaus Janson, Lynn Varley",batman the dark knight returns the dark knight saga 1 frank miller toread mystery alltimefavorites school readin2014 readin2015 comicsdc graphicnovelscomicbooks reread dark,53,3,10,0.9670650449715299,-1.361618184987931,0.8123436947952531,mystery,8
13152,"The Angel Experiment (Maximum Ride, #1)",James Patterson,the angel experiment maximum ride 1 james patterson toread suspense favoriteseries reread reviewed abandoned maybe novels pattersonjames teenfiction,35,1,10,1.0328098583753325,-1.0255318810510816,0.7422951894446418,mystery,8
19380,Candide,Voltaire,candide voltaire fiction bannedbooks adultfiction classici toreread nonfiction iown europe voltaire novella,7,1,10,1.0347548269353921,-0.5686970486232504,0.6219255668144764,fiction,3
84981,Tuck Everlasting,Natalie Babbitt,tuck everlasting natalie babbitt toread toreread paranormal yalit literature reread childrenyoungadult childrensfiction childrensliterature bookclub,16,1,10,0.9995965233390744,-0.6114175324134514,0.6562296257660712,fantasy,2
10637766,"Silence (Hush, Hush, #3)",Becca Fitzpatrick,silence hush hush 3 becca fitzpatrick toread read2013 yaromance bookshelf contemporary magic action mybookshelf default highschool,19,1,10,1.0013195563803867,-1.1256559289273842,0.7684936504879952,fiction,3
6101718,The Magicians (The Magicians #1),Lev Grossman,the magicians the magicians 1 lev grossman toread read2015 reread adultfantasy readin2010 mylibrary novel recommended magicians gaveup,29,1,10,1.1338097089481456,-0.4112038313314298,0.5230754367214342,fiction,3
13615,"Death Note, Vol. 1: Boredom (Death Note, #1)","Tsugumi Ohba, Takeshi Obata",death note vol 1 boredom death note 1 tsugumi ohba toread graphicnovelmanga action drama cómic contemporary ebook mybooks youngadult bd,37,2,10,0.8764962663650122,-1.6510864771331701,0.85866969063397,fiction,3
3682,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,a great and terrible beauty gemma doyle 1 libba bray toread firstinseries readin2012 readin2014 mylibrary readin2010 gemmadoyle 19thcentury ebooks youngadult,41,1,10,1.0993442594057323,-0.6371898142905671,0.6297176934439642,classics,1
58696,David Copperfield,"Charles Dickens, Jeremy Tambling",david copperfield charles dickens classics unfinished abandoned ebook ownit childhood bildungsroman bookclub literary bbctop100,17,2,10,0.9961232839383524,-0.7804288607953803,0.7038503649635036,classics,1
693208,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",the absolutely true diary of a parttime indian sherman alexie toread favourites summerreading audiobooks generalfiction classroomlibrary favoritebooks poc youngadult biography,46,2,10,0.9552690406093708,-1.0823988896446977,0.7812026216966389,biography,0
117833,The Master and Margarita,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",the master and margarita mikhail bulgakov favorites ebook humour audiobooks readinrussian lit generalfiction russians didnotfinish philosophy,24,4,10,0.9277501928055981,-1.4107631194287638,0.8278798316111748,non-fiction,9
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,a wizard of earthsea earthsea cycle 1 ursula k le guin toread 20thcentury didnotfinish sff fantasía fantasia fantasyandscifi fantasyfiction fantasytoread femaleauthors,37,1,10,0.9849797556728334,-0.8151382487623494,0.717463395946318,classics,1
5148,A Separate Peace,John Knowles,a separate peace john knowles classics classiclit summerreading iown lit shelfarifavorites 1950s readagain youngadultfiction booksforschool,16,1,10,1.1127753395908502,-0.47939998742313694,0.5535735177305838,classics,1
5349,The Rainmaker,John Grisham,the rainmaker john grisham fiction lawyers booksihave lawyer movies mysterythrillers ebooks audiobooks 1995 paperback,13,1,10,0.8873696821453754,-0.4414382163237635,0.6806171257292126,fiction,3
3836,Don Quixote,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",don quixote miguel de cervantes saavedra classics audio generalfiction gaveupon bookclub translation ownit mustread rorygilmorereadinglist lit,11,3,10,1.0607690362732054,-0.6815934879306218,0.6538401160417701,classics,1
45107,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,assassins apprentice farseer trilogy 1 robin hobb toread fantasyseries reviewed tbr sffantasy sciencefiction readin2014 scifiandfantasy reread adultfiction,38,1,10,0.9200303324920465,-1.0350668072785443,0.7875826245368718,science-fiction,12
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",Douglas Adams,the restaurant at the end of the universe hitchhikers guide 2 douglas adams toread sffantasy audible ebook readmorethanonce ownit audiobooks readin2016 1980s literature,61,1,10,0.8138725342421229,-0.8399817443755739,0.8176137847010704,classics,1
7740152,"Torment (Fallen, #2)",Lauren Kate,torment fallen 2 lauren kate currentlyreading audio beautifulcovers didnotfinish borrowed meh finished bought paranormalfantasy magic,16,1,10,1.0813994397375237,-0.7166599645489478,0.6600306531998412,fantasy,2
19321,The Tale of Peter Rabbit,Beatrix Potter,the tale of peter rabbit beatrix potter childrens picturebooks childrensfiction 20thcentury england formatpicturebook nostalgia family iown childrensbook,24,1,10,0.9506963185496194,-0.9892160020153424,0.7627908382184082,young-adult,13
65641,"The Silver Chair (Chronicles of Narnia, #4)","C.S. Lewis, Pauline Baynes",the silver chair chronicles of narnia 4 cs lewis fantasy novel readin2016 ebook fantasyscifi juvenilefiction ebooks epicfantasy readmorethanonce sciencefictionfantasy,39,2,10,0.9298174483748484,-0.5347995739252646,0.6857856572501456,fantasy,2
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,the hero of ages mistborn 3 brandon sanderson toread 5star sff reviewed read2014 mylibrary ya ownedtbr fantasyfiction fantasyseries,27,1,10,0.744383503068241,-1.3863596371885023,0.8935717167954806,young-adult,13
68783,"Girl, Interrupted",Susanna Kaysen,girl interrupted susanna kaysen toread chicklit sawthemovie dark want biographyautobiography biographiesandmemoirs readinenglish ebook mental,16,1,10,0.9352880294360503,-0.5496953235996841,0.6756297295867069,romance,11
71728,Jonathan Livingston Seagull,"Richard Bach, Russell Munson",jonathan livingston seagull richard bach toread finished classicliterature personaldevelopment poetry ebook bbcbigread readforschool fable newage,27,2,10,1.1252314693240153,-0.6797950721058248,0.6357558351628672,poetry,10
10567,Cell,Stephen King,cell stephen king toread scififantasy bookshelf contemporary english cellular telephones borrowed american ghost,4,1,10,1.082583195482688,-0.4442892322804885,0.5653999347045381,fiction,3
7332,The Silmarillion (Middle-Earth Universe),"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",the silmarillion middleearth universe jrr tolkien fiction gaveupon have toreread bookshelf owntoread shortstories adultfiction toreread speculativefiction,37,3,10,1.0900224659172,-0.7092445222304941,0.6575200154275868,fiction,3
5094,"The Drawing of the Three (The Dark Tower, #2)",Stephen King,the drawing of the three the dark tower 2 stephen king toread reread read2016 ebooks favorite suspense read2017 timetravel ownit audiobooks,41,1,10,0.8427453254228405,-0.9888873989178272,0.8205037044561402,mystery,8
3407877,The Forgotten Garden,Kate Morton,the forgotten garden kate morton toread history readin2016 mysterythriller 19thcentury readin2015 favorite abandonedchildren mylibrary finished,20,1,10,0.8681357830373919,-0.8835076792137625,0.788933591362803,non-fiction,9
17690,The Trial,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",the trial franz kafka toread lit fantasy toreadclassics rorygilmorereadinglist 1920s mustread 1001booksyoumustreadbeforeyou worldliterature modern,9,4,10,0.991490498947839,-0.8648407893108195,0.7250706347711433,fantasy,2
6314763,Orange Is the New Black,Piper Kerman,orange is the new black piper kerman currentlyreading mybooks biographyautobiography readin2017 iown memoirsbiographies dnf american humor 2015reads,23,1,10,0.9611503180999833,-0.4893239132710496,0.6061905929133644,humor,7
8921,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",the hound of the baskervilles arthur conan doyle classics detectivefiction readin2012 classicfiction readin2014 readin2016 tobuy readinenglish reread uk,29,2,10,0.8521813340413976,-0.6924487439082985,0.7666313850013721,classics,1
402045,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,the mists of avalon avalon 1 marion zimmer bradley fantasy literature swordandlaser favoritebooks epic ownit iown maybe audible arthuriana,28,1,10,0.994005350848625,-1.0522562333398775,0.7613067941786924,fantasy,2
37732,"Are You There God? It's Me, Margaret",Judy Blume,are you there god its me margaret judy blume toread tobuy banned 20thcentury audiobooks audiobook kidbooks audio childhoodfavs childrensliterature,33,1,10,1.0050713656100494,-0.6645651882593241,0.6673556140989493,classics,1
18775247,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,mr mercedes bill hodges trilogy 1 stephen king toread tbr murder dnf ebook thrillermystery wanttoread contemporaryfiction novel kingstephen,33,1,10,0.9514523071133669,-0.7853629766892365,0.7100632361557266,fiction,3
125507,The True Story of the 3 Little Pigs,"Jon Scieszka, Lane Smith",the true story of the 3 little pigs jon scieszka toread youngadult classroombooks classroom forthekids ownedbooks childhoodmemories readasakid tobuy fairytale,35,2,10,0.893939667523983,-1.1923063673208814,0.8128500343528138,young-adult,13
1431,Veronika Decides to Die,"Paulo Coelho, Margaret Jull Costa",veronika decides to die paulo coelho toread latinamerica 1001import ebooks roman youngadult paulo psychological readin2015 reread,23,2,10,1.0844044840336995,-0.556069995043436,0.598187471159156,young-adult,13
16071764,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell",lean in women work and the will to lead sheryl sandberg toread default adultnonfiction bookclubreads life english iown borrowed ebook autobiography,39,2,10,0.9846892888692708,-0.8332113162201014,0.7110045344764709,biography,0
170210,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,dead as a doornail sookie stackhouse 5 charlaine harris toread guiltypleasure vampireromance borrowed american faeries partofaseries humor werewolf scifi,38,1,10,0.8694253405852153,-0.5343742489891292,0.7238161155640894,humor,7
17214,Starship Troopers,Robert A. Heinlein,starship troopers robert a heinlein toread audible dystopian action youngadult sciencefictionandfantasy bookclub 1950s wishlist sff,17,1,10,0.9466126470298114,-0.7396969425461388,0.7191437149555132,science-fiction,12
12033455,I've Got Your Number,Sophie Kinsella,ive got your number sophie kinsella toread 2012read chicklitromance readin2017 booksreadin2012 womensfiction beachreads 2014reads faves novel,19,1,10,0.978861033147844,-0.7805233386898173,0.7028081779526641,fiction,3
10959,Sophie's World,"Jostein Gaarder, Paulette Møller",sophies world jostein gaarder toread spirituality childrensbooks favoritos maybe schoolbooks novels childrensbooks fantasy inmylibrary,13,2,10,1.0317895823533405,-0.7414204771687409,0.6772576067172038,fantasy,2
83763,Prey,Michael Crichton,prey michael crichton sciencefiction tech hardcover american artificialintelligence speculativefiction paperback books english calibre,4,1,10,0.9817754201528056,-0.41094659719243437,0.5978269641324363,science-fiction,12
84369,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,the last battle chronicles of narnia 7 cs lewis fiction sciencefictionfantasy allegory childhoodreads epicfantasy ebooks audio readmorethanonce 20thcentury fantasyscifi,38,1,10,1.01097830762375,-0.8548742375846705,0.7183708293012523,fiction,3
5064,"World Without End (The Kingsbridge Series, #2)",Ken Follett,world without end the kingsbridge series 2 ken follett historicalfiction cathedral britishliterature favorite saga historicalnovels europe historicalfiction suspense historicalnovel,42,1,10,0.8575732640088186,-1.0575346583538177,0.8213184483660491,historical-fiction,5
1326258,"Chosen (House of Night, #3)","P.C. Cast, Kristin Cast",chosen house of night 3 pc cast toread fantasyparanormal teenbooks shelfarifavorites audiobook 3stars read2011 love booksowned audiobooks,23,2,10,1.090637503905521,-0.7479416595958132,0.6638239193847786,romance,11
2696,The Canterbury Tales,"Geoffrey Chaucer, Nevill Coghill",the canterbury tales geoffrey chaucer poetry satire uni literary adventure religion bookshelf personallibrary generalfiction medievallit,20,2,10,1.0668581992630357,-0.3157923802791816,0.5002678667095254,poetry,10
7664041,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,inheritance the inheritance cycle 4 christopher paolini fantasy readin2011 readin2013 audiobooks bookshelf onmyshelf childrens fantasyfiction have novels,35,1,10,1.0143282526507675,-0.9864797962947811,0.7451895007897147,fantasy,2
46787,Uncle Tom's Cabin,Harriet Beecher Stowe,uncle toms cabin harriet beecher stowe currentlyreading generalfiction toreadfiction southern rorygilmorereadinglist unfinished abandoned ebooks wishlist youngadult,16,1,10,1.026635793221421,-0.6116042094035551,0.6461471210280344,young-adult,13
480204,The Phantom of the Opera,"Gaston Leroux, Alexander Teixeira de Mattos",the phantom of the opera gaston leroux classics gothicfiction paris history favoritebooks myebooks alltimefavorites gothichorror theclassics europe,24,2,10,0.982990887664434,-0.704813272050765,0.6961182946961376,classics,1
140079,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,definitely dead sookie stackhouse 6 charlaine harris vampires scifi youngadult werewolf harris sciencefiction partofaseries vampirefiction borrowed read2009,35,1,10,0.8752476853249397,-0.5674186941674795,0.7270850799340869,science-fiction,12
852470,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,id tell you i love you but then id have to kill you gallagher girls 1 ally carter toread readin2015 wishlist mylibrary childhood 3stars fantasy teens reread ebooks,69,1,10,1.1196100654691055,-0.6975765252856474,0.638692719384362,fantasy,2
1768603,The White Tiger,Aravind Adiga,the white tiger aravind adiga toread awardwinners satire wishlist corruption southasian indianlit manbookerprizewinners asian mystery,15,1,10,0.9615191971228734,-0.5455570282389285,0.622038970962812,mystery,8
88061,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,dreams from my father a story of race and inheritance barack obama toread 20thcentury people socialjustice audible wishlist biographiesmemoirs didntfinish autobiographybiography favourites,53,1,10,1.0716735030652067,-0.8502190141245626,0.6687906544537369,classics,1
46677,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz",alexander and the terrible horrible no good very bad day judith viorst toread booksireadasakid illustrated childrenya childrenyoungadult favoritepicturebooks childrensclassics ya earlychildhood classroombooks,56,2,10,0.9577291617278314,-1.1596270476604331,0.7843954653954178,young-adult,13
251688,Breakfast at Tiffany's,Truman Capote,breakfast at tiffanys truman capote toread america readin2013 historicalfiction read2015 readin2017 newyorkcity chicklit short toreadclassics,21,1,10,0.9227803613724695,-0.567278484633085,0.6825631126755233,historical-fiction,5
6690798,"The Passage (The Passage, #1)",Justin Cronin,the passage the passage 1 justin cronin toread scary thriller 2012reads read2014 actionadventure readin2017 scifi finished mustread,25,1,10,0.9925636250679114,-0.9986369577236726,0.7540679965974261,mystery,8
2744,Anansi Boys,Neil Gaiman,anansi boys neil gaiman toread ownit readin2016 humorous readin2015 reread 2006 literature sffantasy abandoned,11,1,10,0.860274372394439,-0.6543420458835237,0.7453165216824683,classics,1
16304,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,murder on the orient express hercule poirot 10 agatha christie mystery detectives 5stars borrowed 1930s read2016 femaleauthor ágathachristie cozymystery crimeandmystery,46,1,10,0.8184794258298476,-0.7259813203693732,0.7975953288572054,mystery,8
15796700,Americanah,Chimamanda Ngozi Adichie,americanah chimamanda ngozi adichie toread didntfinish recommended audiobooks mylibrary 2015reads favoritebooks american historicalfiction usa,10,1,10,0.8637301067159926,-1.2553279933391703,0.8408532433312609,historical-fiction,5
233667,Firestarter,Stephen King,firestarter stephen king toread fictionhorror finished readin2014 urbanfantasy suspensethriller sf readin2015 classics adventure,11,1,10,0.9480361347264225,-0.4288459162255357,0.6398390613713537,fantasy,2
6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,born to run a hidden tribe superathletes and the greatest race the world has never seen christopher mcdougall nonfiction amazon100 generalnonfiction american runningbooks readin2010 borrowed ownedbooks nonfictiontoread other,87,1,10,0.8677880340779741,-1.256455014845517,0.8375580590967487,non-fiction,9
8337,"Little House in the Big Woods (Little House, #1)","Laura Ingalls Wilder, Garth Williams",little house in the big woods little house 1 laura ingalls wilder toread readtokids juvenilefiction homeschool childhoodfavorite childrenyoungadult 19thcentury nonfiction realisticfiction audiobooks,44,2,10,0.9345351132870925,-1.030515656116779,0.7759437274918395,classics,1
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,jonathan strange mr norrell susanna clarke toread hugoaward 21stcentury wishlist literaryfiction contemporary hugowinners scifiandfantasy toreadfantasy ownit,27,1,10,1.1563117196272112,-0.7757635158063296,0.6567154530409599,fiction,3
12127810,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,the house of hades the heroes of olympus 4 rick riordan toread wishlist funny humor bestbooksever 2014reads 4stars onmyshelf 2013reads scififantasy,42,1,10,0.7138604897444788,-1.674820192040345,0.9109898692754566,humor,7
3466,"The Wedding (The Notebook, #2)",Nicholas Sparks,the wedding the notebook 2 nicholas sparks toread novel audio readin2012 favoriteauthors mine finished audiobook youngadult tearjerkers,26,1,10,1.0008612489234803,-0.7293502856543866,0.6953714276524229,fiction,3
455373,Sphere,Michael Crichton,sphere michael crichton toread psychology homelibrary have supernatural books reread readfiction contemporary alltimefavorites,6,1,10,0.9515622057076405,-0.4079220060818777,0.6173178771156623,horror,6
18214414,"The Silkworm (Cormoran Strike, #2)","Robert Galbraith, J.K. Rowling",the silkworm cormoran strike 2 robert galbraith mystery currentlyreading mysterydetective read2017 uk 2014read tbr librarybook novel 2016reads,30,2,10,0.8343010301767085,-0.7512018228996209,0.7738759593788324,mystery,8
43814,"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice,the vampire lestat the vampire chronicles 2 anne rice toread favorite femaleauthors drama ghost stories literature contemporary abandoned tobuy,43,1,10,0.9237074660854638,-0.7577874602261297,0.7394927368232792,classics,1
9118135,State of Wonder,Ann Patchett,state of wonder ann patchett fiction didnotfinish relationships readin2014 mylibrary 2012books survival 2011reads read2011 ebooks,15,1,10,0.9329914493950178,-0.637130252024431,0.6833505230587889,fiction,3
13539044,The Silver Linings Playbook,Matthew Quick,the silver linings playbook matthew quick toread sports 2014reads ownit youngadult depression books mylibrary borrowed 2013read,27,1,10,0.8931903653509337,-0.7550878482750905,0.74599715628091,young-adult,13
16181,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",Philippa Gregory,the constant princess the plantagenet and tudor novels 6 philippa gregory toread have readin2009 drama novel readin2016 gregory tudorcourt uk librarybooks,56,1,10,0.9548589806168786,-0.6392812329859435,0.6761162079510703,fiction,3
13486632,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,"Jonas Jonasson, Rod Bradbury",the hundredyearold man who climbed out of the window and disappeared jonas jonasson toread travel readin2012 borrowed literaryfiction fun couldntfinish bookclubreads audiobook translation,68,2,10,1.0375272901336103,-0.6884890933227975,0.6592463641968592,fiction,3
10605,Thinner,"Richard Bachman, Stephen King",thinner richard bachman horror finished stevenking unread borrowed audio stephenkingbooks creepy contemporary richardbachman,7,2,10,1.019388109131989,-0.3111499479269106,0.5538751254826962,horror,6
54479,Around the World in Eighty Days,"Jules Verne, Michael Glencross, Brian W. Aldiss",around the world in eighty days jules verne toread français history 1800s classiclit 1001bookstoread audiobooks wishlist classici bookclub,31,3,10,0.9007710144604546,-0.49752194033461095,0.6821202845563019,non-fiction,9
53496,Walk Two Moons,Sharon Creech,walk two moons sharon creech toread contemporaryfiction historicalfiction toreread newberybooks mylibrary newberywinner middlegrades audiobook default,14,1,10,1.0288660253756787,-0.7822416417188918,0.6918101827479882,historical-fiction,5
764347,"Unwind (Unwind, #1)",Neal Shusterman,unwind unwind 1 neal shusterman toread teenfiction distopian didnotfinish creepy thoughtprovoking suspense readin2015 nealshusterman abandoned,15,1,10,0.9554302246781924,-1.1911163722743918,0.7964531619530538,mystery,8
11742691,The Hunger Games: Official Illustrated Movie Companion,Kate Egan,the hunger games official illustrated movie companion kate egan toread finished onmyshelf contemporary favourite youngadultfiction myfavorites hungergamesseries hunger behind,53,1,10,0.8530026003494773,-1.986602812369782,0.8801998750780762,fiction,3
10975,The Sound and the Fury,William Faulkner,the sound and the fury william faulkner fiction lit gilmoregirls ownit americanclassics thesouth america williamfaulkner modernlibrarytop100 oprah,22,1,10,1.1490369389141528,-0.83868911302023,0.6730392781873683,fiction,3
33600,Shantaram,Gregory David Roberts,shantaram gregory david roberts toread romance shantaram bookclub mustread adult mystery classics dnf maybe,9,1,10,0.9478799691990508,-1.36539146046893,0.8222965360610883,romance,11
7937462,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",Stephenie Meyer,the short second life of bree tanner an eclipse novella twilight 35 stephenie meyer toread chicklit audio english thetwilightsaga ýafiction ebook adventure booksreadin2010 hardcover,67,1,10,1.1183155036960897,-0.30289248967509924,0.5026569609874256,romance,11
77142,Snow Falling on Cedars,David Guterson,snow falling on cedars david guterson toread americanlit love highschool iownit movie lit classic penfaulkner fictiongeneral,22,1,10,0.9520601051195193,-0.5641135977474642,0.6511026928611282,romance,11
43015,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,a long way gone memoirs of a boy soldier ishmael beah toread military myfavorites civilwar africanlit historicalfiction schoolreads shelfarifavorites favourites memoirbio,40,1,10,0.8835285814254348,-0.9645903218734122,0.792500061555634,historical-fiction,5
39662,Different Seasons,Stephen King,different seasons stephen king toread ownit audio adventure stephenkingread calibre 20thcentury audiobook paperback americanliterature,17,1,10,0.781846183803201,-1.0280197321089979,0.8539788431761284,classics,1
12868761,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,lets pretend this never happened a mostly true memoir jenny lawson toread 2012reads ownit chicklit memoirsbiographies gaveupon read2016 texas nook toreadnonfiction,53,1,10,1.100262926271643,-0.8495054762690184,0.686491618999487,romance,11
15753740,The Storyteller,Jodi Picoult,the storyteller jodi picoult toread booksreadin2013 didnotfinish abandoned finished auschwitz worldwar2 shelfarifavorites favoritebooks ebook,15,1,10,0.8421432037328346,-1.1671455012240513,0.8411754374760506,biography,0
6366437,Half Broke Horses,Jeannette Walls,half broke horses jeannette walls toread jeannettewalls bookclubselections animals contemporaryfiction literaryfiction readin2014 read2011 biographyautobiography biographiesmemoirs,17,1,10,0.8387602602319724,-0.6861713357596813,0.7676579147800032,fiction,3
386372,"Mort (Death, #1; Discworld, #4)",Terry Pratchett,mort death 1 discworld 4 terry pratchett fantasy ebook readin2017 readinenglish readin2014 1980s discworld genrefantasy britishliterature scifi,24,1,10,0.8181214583418941,-0.9054242653884333,0.8199623644167542,fantasy,2
6644117,"The Iron King (The Iron Fey, #1)",Julie Kagawa,the iron king the iron fey 1 julie kagawa ya audiobooks bookboyfriends seriestoread contemporary ownit read2011 have tbr fantasyromance,28,1,10,1.0861604601298052,-0.8341579885091525,0.6843450753442293,young-adult,13
256008,Lonesome Dove,Larry McMurtry,lonesome dove larry mcmurtry currentlyreading 20thcentury friendship pulitzerwinner awardwinners 5stars usa pulitzerprizewinner 1980s recommended,13,1,10,0.810085592113516,-1.6805286521042304,0.8802284634544362,classics,1
8709527,"Bloodlines (Bloodlines, #1)",Richelle Mead,bloodlines bloodlines 1 richelle mead toread default ownit reread dnf read2013 contemporary readin2016 fantasyparanormal have,23,1,10,0.9566531434207689,-1.2555595895708596,0.8005187020132207,fiction,3
6063187,Twenties Girl,Sophie Kinsella,twenties girl sophie kinsella toread readin2016 family favorite 5stars youngadult fun readin2015 womensfiction wishlist,13,1,10,1.033808582693828,-0.6322570944493439,0.6440186382655002,young-adult,13
375013,Schindler's List,Thomas Keneally,schindlers list thomas keneally toread novel wwii tbr classicstoread toreadfiction have australia bookerwinners biographical,15,1,10,0.8410863810395746,-1.3520791729756703,0.8541924422920569,fiction,3
23754,Preludes & Nocturnes (The Sandman #1),"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",preludes nocturnes the sandman 1 neil gaiman toread graphicnovelcomic contemporary ebook gothic mybooks dccomics readin2013 20thcentury readin2014,32,6,10,0.9187447652269338,-1.4390648455134458,0.8344342176502436,fiction,3
110737,Seabiscuit: An American Legend,Laura Hillenbrand,seabiscuit an american legend laura hillenbrand nonfiction paperback animalbooks didnotfinish didntfinish wishlist favourites 1930s 2003 homelibrary,29,1,10,0.8870028067226644,-1.0576992425841052,0.8041868973534843,non-fiction,9
188572,The Complete Sherlock Holmes,Arthur Conan Doyle,the complete sherlock holmes arthur conan doyle toread ownit owntoread classiclit novel onmyshelf anthology shelfarifavorites audio toreadclassics,28,1,10,0.7123418516248465,-1.4605667940262428,0.9076707912577633,fiction,3
30289,The Republic,"Plato, Desmond Lee",the republic plato philosophy toreadphilosophy mustread onhold translated homelibrary reread university philo abandoned,12,2,10,1.0053247799155014,-0.6992048016997016,0.6765949473306884,non-fiction,9
